id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:23:06.355145,640,480,320,240,333,153,24.07666015625,21.99755859375,529.6277425289154,74.15625,73.64999999999998,-13,87
2024-08-16 09:23:06.699785,640,480,320,240,362,260,23.3370361328125,19.553009033203125,456.30927831307054,75.390625,72.64999999999998,-42,-20
2024-08-16 09:23:06.952967,640,480,320,240,382,253,23.458251953125,22.022903442382812,516.6188176907599,79.59375,72.69999999999997,-62,-13
2024-08-16 09:23:07.224572,640,480,320,240,426,265,24.790557861328125,22.072845458984375,547.1981525151059,90.328125,70.94999999999997,-106,-25
