id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:29:09.705773,640,480,320,240,369,284,23.836395263671875,33.10968017578125,789.2154237236828,77.703125,48.39999999999998,-49,-44
2024-08-16 09:29:10.037359,640,480,320,240,345,275,25.77056884765625,29.641571044921875,763.8801473658532,78.4140625,45.14999999999998,-25,-35
2024-08-16 09:29:10.361506,640,480,320,240,339,261,25.347991943359375,32.59593200683594,826.2414218955673,78.234375,43.99999999999998,-19,-21
2024-08-16 09:29:10.668789,640,480,320,240,337,236,26.6754150390625,33.794097900390625,901.4715873636305,77.7578125,46.59999999999998,-17,4
2024-08-16 09:29:11.018409,640,480,320,240,342,233,26.477294921875,33.18888854980469,878.751990262419,78.0234375,49.64999999999998,-22,7
2024-08-16 09:29:11.419985,640,480,320,240,340,261,26.674957275390625,31.910186767578125,851.2028686748818,77.9921875,48.49999999999998,-20,-21
2024-08-16 09:29:11.774120,640,480,320,240,339,261,28.40716552734375,35.220184326171875,1000.5056060571223,77.8125,47.34999999999998,-19,-21
2024-08-16 09:29:12.107670,640,480,320,240,341,260,27.6065673828125,34.677520751953125,957.3273133076727,77.9296875,46.34999999999998,-21,-20
