id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:24:32.548761,640,480,320,240,275,215,25.875335693359375,25.35736083984375,656.1302240286022,85.921875,66.34999999999994,45,25
2024-08-16 09:24:33.117371,640,480,320,240,366,237,23.42352294921875,26.655685424804688,624.3700592750683,87.75,68.79999999999994,-46,3
2024-08-16 09:24:33.548325,640,480,320,240,361,252,24.844818115234375,26.720794677734375,663.8732836628333,88.8359375,68.99999999999994,-41,-12
2024-08-16 09:24:33.992402,640,480,320,240,355,254,25.5330810546875,25.595779418945312,653.5391105618328,89.03125,68.89999999999995,-35,-14
2024-08-16 09:24:34.414601,640,480,320,240,349,256,26.993072509765625,26.5211181640625,715.8864656426013,88.3359375,68.49999999999994,-29,-16
2024-08-16 09:24:34.819887,640,480,320,240,352,256,27.209686279296875,25.768569946289062,701.1547041046433,88.0859375,68.09999999999994,-32,-16
2024-08-16 09:24:35.210582,640,480,320,240,353,256,25.95074462890625,25.46209716796875,660.7603813223541,87.984375,67.69999999999993,-33,-16
2024-08-16 09:24:35.575179,640,480,320,240,358,253,24.772705078125,25.374755859375,628.6013433337212,88.625,67.74999999999993,-38,-13
2024-08-16 09:24:35.973880,640,480,320,240,357,253,24.398406982421875,23.908157348632812,583.3209531917237,89.1171875,67.79999999999993,-37,-13
2024-08-16 09:24:36.360876,640,480,320,240,351,255,25.78265380859375,26.38934326171875,680.3873015530407,88.71875,67.54999999999993,-31,-15
2024-08-16 09:24:36.861274,640,480,320,240,349,253,26.067596435546875,25.367385864257812,661.2667773342691,88.0234375,67.59999999999992,-29,-13
2024-08-16 09:24:37.254581,640,480,320,240,351,254,26.27130126953125,25.935043334960938,681.3473368911073,87.625,67.49999999999993,-31,-14
2024-08-16 09:24:37.636529,640,480,320,240,357,255,25.594818115234375,25.012496948242188,640.1903099981137,88.1171875,67.24999999999993,-37,-15
