id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:27:47.330846,640,480,320,240,354,303,21.684173583984375,24.994903564453125,541.9938276065513,75.578125,50.24999999999996,-34,-63
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:27:47.928074,640,480,320,240,344,187,23.040771484375,26.078475952148438,600.8682050742209,76.140625,60.19999999999996,-24,53
2024-08-16 09:27:48.266733,640,480,320,240,339,257,23.352935791015625,24.02105712890625,560.9622047636658,75.9609375,59.64999999999996,-19,-17
2024-08-16 09:27:48.611563,640,480,320,240,340,259,21.760162353515625,24.125732421875,524.9798543974757,75.9296875,58.79999999999996,-20,-19
2024-08-16 09:27:48.971861,640,480,320,240,338,255,19.0509033203125,22.622055053710938,430.97058373503387,75.6015625,58.54999999999996,-18,-15
2024-08-16 09:27:49.334675,640,480,320,240,339,252,17.39300537109375,22.822723388671875,396.9557504821569,75.421875,58.749999999999964,-19,-12
2024-08-16 09:27:49.693848,640,480,320,240,338,252,18.1514892578125,23.096420288085938,419.2344247531146,75.09375,58.94999999999997,-18,-12
2024-08-16 09:27:50.021410,640,480,320,240,337,254,17.788848876953125,20.2677001953125,360.5390558578074,74.6171875,58.849999999999966,-17,-14
