id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:02:50.397396,640,480,320,240,390,144,25.5933837890625,22.30224609375,570.7899436354637,66.625,88.95000000000002,-70,96
2024-08-15 10:02:50.816392,640,480,320,240,344,263,25.4501953125,21.60546875,549.8633995056152,65.1875,87.50000000000001,-24,-23
2024-08-15 10:02:51.165727,640,480,320,240,345,267,24.787017822265625,22.726531982421875,563.3229532865807,63.8984375,85.45000000000002,-25,-27
2024-08-15 10:02:51.506851,640,480,320,240,351,256,25.733734130859375,20.776443481445312,534.65547273634,63.5,85.05000000000001,-31,-16
2024-08-15 10:02:51.790264,640,480,320,240,362,256,20.1419677734375,20.876388549804688,420.49154539592564,64.734375,84.65,-42,-16
2024-08-15 10:02:52.093885,640,480,320,240,358,254,23.698699951171875,21.239364624023438,503.3453293782659,65.375,84.55000000000001,-38,-14
2024-08-15 10:02:52.406292,640,480,320,240,355,253,24.58062744140625,21.547088623046875,529.6409578900784,65.5703125,84.60000000000001,-35,-13
2024-08-15 10:02:52.884749,640,480,320,240,349,253,24.102142333984375,20.39288330078125,491.5121759157628,64.875,84.65,-29,-13
2024-08-15 10:02:53.242566,640,480,320,240,348,253,23.45025634765625,20.152114868164062,472.5722596058622,64.03125,84.7,-28,-13
2024-08-15 10:02:53.575410,640,480,320,240,348,254,24.043548583984375,20.703872680664062,497.7945686741732,63.1875,84.60000000000001,-28,-14
2024-08-15 10:02:53.911544,640,480,320,240,354,255,23.568634033203125,22.4329833984375,528.7147759906948,63.234375,84.35000000000001,-34,-15
2024-08-15 10:02:54.260988,640,480,320,240,360,255,23.629150390625,22.938507080078125,542.0174335315824,64.171875,84.10000000000001,-40,-15
