id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:03:47.094686,640,480,320,240,325,294,22.328399658203125,24.63720703125,550.1094050556421,53.765625,78.35000000000004,-5,-54
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:03:47.615641,640,480,320,240,359,224,25.760223388671875,26.906539916992188,693.1184788779356,54.5546875,82.75000000000004,-39,16
2024-08-15 10:03:47.955417,640,480,320,240,356,237,25.003448486328125,24.437606811523438,611.0244430410676,54.8984375,85.20000000000005,-36,3
2024-08-15 10:03:48.438048,640,480,320,240,361,272,24.7545166015625,26.899383544921875,665.8812365345657,55.984375,82.40000000000005,-41,-32
2024-08-15 10:03:48.849110,640,480,320,240,359,264,24.5819091796875,25.728118896484375,632.4462820775807,56.7734375,80.80000000000005,-39,-24
2024-08-15 10:03:49.368869,640,480,320,240,350,233,24.620147705078125,24.556259155273438,604.578727487009,56.2265625,83.85000000000005,-30,7
2024-08-15 10:03:49.761839,640,480,320,240,350,245,26.6875,24.630126953125,657.3165130615234,55.6796875,85.10000000000005,-30,-5
2024-08-15 10:03:50.161634,640,480,320,240,347,268,25.66448974609375,24.248382568359375,622.3223657850176,54.6875,82.90000000000005,-27,-28
2024-08-15 10:03:50.556363,640,480,320,240,350,262,25.8143310546875,23.963531494140625,618.6025352291763,54.140625,81.60000000000005,-30,-22
2024-08-15 10:03:50.952552,640,480,320,240,355,249,25.812408447265625,23.908248901367188,617.1294859009795,54.3359375,82.25000000000006,-35,-9
2024-08-15 10:03:51.358421,640,480,320,240,354,243,25.21173095703125,25.179580688476562,634.8208139287308,54.3828125,83.80000000000005,-34,-3
2024-08-15 10:03:51.846766,640,480,320,240,353,250,26.522247314453125,25.762191772460938,683.2712215515785,54.28125,84.30000000000005,-33,-10
2024-08-15 10:03:52.266435,640,480,320,240,353,263,25.8624267578125,24.78466796875,640.9916600584984,54.1796875,82.85000000000005,-33,-23
2024-08-15 10:03:52.654084,640,480,320,240,353,259,27.04119873046875,26.261032104492188,710.1297880047932,54.078125,82.00000000000006,-33,-19
2024-08-15 10:03:53.064106,640,480,320,240,355,259,27.60919189453125,26.449676513671875,730.2541944142431,54.2734375,81.15000000000006,-35,-19
2024-08-15 10:03:53.452616,640,480,320,240,356,248,26.136993408203125,24.894927978515625,650.6785684721544,54.6171875,81.95000000000006,-36,-8
2024-08-15 10:03:53.842780,640,480,320,240,357,243,26.141815185546875,25.4248046875,664.6505452692509,55.109375,83.50000000000006,-37,-3
2024-08-15 10:03:54.229842,640,480,320,240,354,245,25.097015380859375,24.532958984375,615.7040489688516,55.15625,84.75000000000006,-34,-5
2024-08-15 10:03:54.615865,640,480,320,240,351,258,25.690582275390625,24.447296142578125,628.0652729617432,54.7578125,84.05000000000005,-31,-18
2024-08-15 10:03:55.013129,640,480,320,240,351,258,27.261322021484375,24.223281860351562,660.358687212225,54.359375,83.35000000000005,-31,-18
2024-08-15 10:03:55.412174,640,480,320,240,351,256,27.17041015625,25.201156616210938,684.7257616743445,53.9609375,82.95000000000005,-31,-16
2024-08-15 10:03:55.929432,640,480,320,240,360,254,26.39501953125,25.460296630859375,672.0250268429518,54.8984375,82.85000000000005,-40,-14
2024-08-15 10:03:56.344266,640,480,320,240,361,253,25.905364990234375,25.512359619140625,660.9069876959547,55.984375,82.90000000000005,-41,-13
2024-08-15 10:03:56.881642,640,480,320,240,355,253,26.61859130859375,24.8759765625,662.1634535193443,56.1796875,82.95000000000005,-35,-13
2024-08-15 10:03:57.308076,640,480,320,240,348,253,28.791595458984375,24.313796997070312,700.0330072115175,55.3359375,83.00000000000004,-28,-13
2024-08-15 10:03:57.742417,640,480,320,240,349,252,28.68511962890625,24.70233154296875,708.5893354229629,54.640625,83.20000000000005,-29,-12
2024-08-15 10:03:58.167076,640,480,320,240,352,252,28.5953369140625,25.051467895507812,716.3551646638662,54.390625,83.40000000000005,-32,-12
2024-08-15 10:03:58.565538,640,480,320,240,355,253,28.25347900390625,25.106201171875,709.3375276774168,54.5859375,83.45000000000005,-35,-13
2024-08-15 10:03:58.969404,640,480,320,240,359,254,26.6959228515625,25.303985595703125,675.5132472999394,55.375,83.35000000000005,-39,-14
