id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:24:20.222960,640,480,320,240,377,108,22.801361083984375,18.431991577148438,420.27449544752017,85.0,72.84999999999991,-57,132
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:24:20.952573,640,480,320,240,350,268,22.649688720703125,17.654571533203125,399.8705497244373,84.453125,70.6499999999999,-30,-28
2024-08-16 09:24:21.256675,640,480,320,240,353,257,21.78680419921875,19.113082885742188,416.4129944751039,84.3515625,70.09999999999991,-33,-17
2024-08-16 09:24:21.633041,640,480,320,240,355,254,21.4100341796875,15.72027587890625,336.57164388149977,84.546875,69.99999999999991,-35,-14
2024-08-16 09:24:21.899207,640,480,320,240,354,247,22.6065673828125,17.5894775390625,397.6377092152834,84.59375,70.94999999999992,-34,-7
2024-08-16 09:24:22.300742,640,480,320,240,355,245,22.0640869140625,17.207687377929688,379.67190989665687,84.7890625,72.19999999999992,-35,-5
2024-08-16 09:24:22.581692,640,480,320,240,359,252,20.481903076171875,14.7054443359375,301.19548558071256,85.578125,72.39999999999992,-39,-12
2024-08-16 09:24:22.877329,640,480,320,240,361,259,20.145843505859375,14.122482299804688,284.50931832613423,86.6640625,71.54999999999993,-41,-19
