id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:25:35.131247,640,480,320,240,370,204,20.49267578125,22.630447387695312,463.75842110067606,83.8125,68.5999999999999,-50,36
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:25:35.881328,640,480,320,240,386,332,27.718994140625,30.438385009765625,843.7214157357812,88.609375,56.7999999999999,-66,-92
2024-08-16 09:25:36.369166,640,480,320,240,358,249,28.44140625,30.771728515625,875.1912317276001,89.25,57.449999999999896,-38,-9
2024-08-16 09:25:36.867053,640,480,320,240,351,243,28.1932373046875,28.725128173828125,809.854355212301,88.8515625,58.99999999999989,-31,-3
2024-08-16 09:25:37.319275,640,480,320,240,352,243,27.301910400390625,25.309951782226562,691.0100357965566,88.6015625,60.54999999999989,-32,-3
2024-08-16 09:25:37.814273,640,480,320,240,355,263,25.579864501953125,26.033050537109375,665.9219053117558,88.796875,59.09999999999989,-35,-23
2024-08-16 09:25:38.260937,640,480,320,240,354,266,24.806427001953125,27.229019165039062,675.4546762523241,88.84375,57.19999999999989,-34,-26
2024-08-16 09:25:38.730024,640,480,320,240,354,254,28.368072509765625,27.579940795898438,782.3897603130899,88.890625,57.09999999999989,-34,-14
2024-08-16 09:25:39.187854,640,480,320,240,353,251,28.674407958984375,28.035003662109375,803.8871321389452,88.7890625,57.44999999999989,-33,-11
2024-08-16 09:25:39.635587,640,480,320,240,352,250,29.020416259765625,28.863372802734375,837.6270933961496,88.5390625,57.94999999999989,-32,-10
2024-08-16 09:25:40.079870,640,480,320,240,351,251,29.8555908203125,28.563751220703125,852.7876687385142,88.140625,58.29999999999989,-31,-11
2024-08-16 09:25:40.557938,640,480,320,240,351,250,29.574066162109375,27.858367919921875,823.8852160321549,87.7421875,58.79999999999989,-31,-10
2024-08-16 09:25:40.990081,640,480,320,240,357,251,27.47723388671875,26.732711791992188,734.5409743348137,88.234375,59.14999999999989,-37,-11
2024-08-16 09:25:41.465747,640,480,320,240,356,256,25.813751220703125,27.24224853515625,703.2246263790876,88.578125,58.74999999999989,-36,-16
2024-08-16 09:25:41.920925,640,480,320,240,357,258,25.362762451171875,28.125167846679688,713.3319509946741,89.0703125,58.04999999999989,-37,-18
2024-08-16 09:25:42.359510,640,480,320,240,352,259,23.41790771484375,26.6353759765625,623.7447765693069,88.8203125,57.19999999999989,-32,-19
2024-08-16 09:25:42.864426,640,480,320,240,353,259,21.455810546875,26.41650390625,566.7875031232834,88.71875,56.34999999999989,-33,-19
2024-08-16 09:25:43.333776,640,480,320,240,351,248,26.05706787109375,27.928466796875,727.7339548617601,88.3203125,57.149999999999885,-31,-8
2024-08-16 09:25:43.789298,640,480,320,240,349,247,28.62493896484375,27.497207641601562,787.1058904444799,87.625,58.09999999999989,-29,-7
2024-08-16 09:25:44.257387,640,480,320,240,355,250,27.846923828125,27.447723388671875,764.3346624597907,87.8203125,58.59999999999989,-35,-10
2024-08-16 09:25:44.774364,640,480,320,240,355,249,26.19580078125,26.465911865234375,693.2957547158003,88.015625,59.249999999999886,-35,-9
2024-08-16 09:25:45.308075,640,480,320,240,358,258,23.209381103515625,26.1474609375,606.8663857877254,88.65625,58.54999999999988,-38,-18
2024-08-16 09:25:45.839245,640,480,320,240,354,259,25.237579345703125,26.645965576171875,672.4796704715118,88.703125,57.69999999999988,-34,-19
2024-08-16 09:25:46.487924,640,480,320,240,353,259,26.633697509765625,26.833740234375,714.6817204579711,88.6015625,56.84999999999988,-33,-19
