id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:27:02.313093,640,480,320,240,336,151,18.165863037109375,19.42724609375,352.9126917272806,76.59375,71.94999999999999,-16,89
2024-08-16 09:27:02.710819,640,480,320,240,345,250,17.729248046875,17.752304077148438,314.73500238731503,77.3046875,72.44999999999999,-25,-10
2024-08-16 09:27:03.110468,640,480,320,240,345,255,16.9178466796875,19.347244262695312,327.3137121107429,78.015625,72.19999999999999,-25,-15
2024-08-16 09:27:03.526136,640,480,320,240,339,264,17.93121337890625,19.058868408203125,341.74863618798554,77.8359375,70.6,-19,-24
2024-08-16 09:27:03.974139,640,480,320,240,336,255,17.921875,19.322265625,346.2912292480469,77.2109375,70.35,-16,-15
2024-08-16 09:27:04.390692,640,480,320,240,335,251,19.36346435546875,19.614166259765625,379.7982092332095,76.4375,70.69999999999999,-15,-11
2024-08-16 09:27:04.807801,640,480,320,240,344,250,18.764251708984375,18.7677001953125,352.16185046359897,77.0,71.19999999999999,-24,-10
2024-08-16 09:27:05.278146,640,480,320,240,341,250,19.235504150390625,19.25457763671875,370.371508045122,77.1171875,71.69999999999999,-21,-10
2024-08-16 09:27:05.688977,640,480,320,240,341,251,17.494537353515625,18.60516357421875,325.4887291174382,77.234375,72.04999999999998,-21,-11
2024-08-16 09:27:06.102217,640,480,320,240,341,261,18.10784912109375,18.915191650390625,342.5134365018457,77.3515625,70.89999999999998,-21,-21
2024-08-16 09:27:06.491728,640,480,320,240,341,251,20.160308837890625,19.717620849609375,397.51332587655634,77.46875,71.24999999999997,-21,-11
2024-08-16 09:27:06.893525,640,480,320,240,342,254,19.92913818359375,19.037261962890625,379.39622429572046,77.734375,71.14999999999998,-22,-14
2024-08-16 09:27:07.302256,640,480,320,240,343,252,19.49017333984375,18.639205932617188,363.28135454375297,78.1484375,71.34999999999998,-23,-12
2024-08-16 09:27:07.705297,640,480,320,240,336,253,18.675445556640625,19.188644409179688,358.35648396937177,77.5234375,71.39999999999998,-16,-13
2024-08-16 09:27:08.109649,640,480,320,240,336,253,18.48577880859375,18.540359497070312,342.73298469465226,76.8984375,71.44999999999997,-16,-13
2024-08-16 09:27:08.508775,640,480,320,240,345,254,16.34173583984375,17.901138305664062,292.53567342367023,77.609375,71.34999999999998,-25,-14
2024-08-16 09:27:08.892381,640,480,320,240,343,255,17.086883544921875,18.21990966796875,311.3214746955782,78.0234375,71.09999999999998,-23,-15
2024-08-16 09:27:09.273776,640,480,320,240,338,256,17.881622314453125,18.272537231445312,326.742609499488,77.6953125,70.69999999999997,-18,-16
2024-08-16 09:27:09.676891,640,480,320,240,337,256,17.747589111328125,17.951751708984375,318.60031315963715,77.21875,70.29999999999997,-17,-16
2024-08-16 09:27:10.185921,640,480,320,240,336,257,16.156158447265625,17.650375366210938,285.16226107021794,76.59375,69.74999999999997,-16,-17
2024-08-16 09:27:10.572119,640,480,320,240,344,251,17.837188720703125,18.643341064453125,332.5447929510847,77.15625,70.09999999999997,-24,-11
2024-08-16 09:27:10.992519,640,480,320,240,341,252,18.36199951171875,18.616104125976562,341.82889487128705,77.2734375,70.29999999999997,-21,-12
2024-08-16 09:27:11.384570,640,480,320,240,342,251,18.682952880859375,18.648284912109375,348.40502832178026,77.5390625,70.64999999999996,-22,-11
2024-08-16 09:27:11.789485,640,480,320,240,345,247,17.84478759765625,18.946487426757812,338.0960438521579,78.25,71.59999999999997,-25,-7
2024-08-16 09:27:12.153605,640,480,320,240,336,250,23.64508056640625,20.169204711914062,476.90247037354857,77.625,72.09999999999997,-16,-10
2024-08-16 09:27:12.388621,640,480,320,240,329,261,25.115264892578125,21.174423217773438,531.8012480619363,75.9609375,70.94999999999996,-9,-21
