id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:27:28.392550,640,480,320,240,345,291,23.26947021484375,22.72955322265625,528.9046617113054,77.3828125,66.19999999999996,-25,-51
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:27:28.781024,640,480,320,240,351,322,20.666046142578125,24.051055908203125,497.040231176652,78.984375,55.89999999999996,-31,-82
2024-08-16 09:27:29.092949,640,480,320,240,347,239,20.633331298828125,22.023971557617188,454.4279016642831,79.9921875,58.04999999999996,-27,1
2024-08-16 09:27:29.473631,640,480,320,240,343,253,19.76373291015625,22.029678344726562,435.3886789018288,80.40625,58.09999999999996,-23,-13
2024-08-16 09:27:29.682187,640,480,320,240,336,254,19.78497314453125,21.716400146484375,429.65839369408786,79.78125,57.99999999999996,-16,-14
2024-08-16 09:27:29.904732,640,480,320,240,333,254,19.73162841796875,21.410491943359375,422.4638712722808,78.7109375,57.899999999999956,-13,-14
2024-08-16 09:27:30.254387,640,480,320,240,343,251,19.0316162109375,20.191253662109375,384.27219051495194,79.125,58.24999999999996,-23,-11
2024-08-16 09:27:30.531822,640,480,320,240,341,251,19.02978515625,20.213027954101562,384.6495793238282,79.2421875,58.59999999999996,-21,-11
2024-08-16 09:27:30.801949,640,480,320,240,343,248,19.281890869140625,21.530258178710938,415.1440885863267,79.65625,59.399999999999956,-23,-8
