id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:03:41.054011,640,480,320,240,312,202,26.673553466796875,26.264907836914062,700.5784234884195,56.2265625,86.65,8,38
2024-08-15 10:03:41.519907,640,480,320,240,360,257,27.137542724609375,27.219635009765625,738.6740080257878,57.1640625,86.10000000000001,-40,-17
2024-08-15 10:03:41.847985,640,480,320,240,366,259,28.884185791015625,26.5133056640625,765.8152467347682,58.9921875,85.25000000000001,-46,-19
2024-08-15 10:03:42.280069,640,480,320,240,361,260,27.339019775390625,25.537689208984375,698.1753903022036,60.078125,84.25000000000001,-41,-20
2024-08-15 10:03:42.716621,640,480,320,240,345,259,29.422088623046875,25.298233032226562,744.3268542806618,58.7890625,83.40000000000002,-25,-19
2024-08-15 10:03:43.130868,640,480,320,240,348,252,30.235992431640625,25.144424438476562,760.2666270197369,57.9453125,83.60000000000002,-28,-12
2024-08-15 10:03:43.520454,640,480,320,240,362,252,28.35699462890625,25.261642456054688,716.3442594436929,59.1796875,83.80000000000003,-42,-12
2024-08-15 10:03:43.914003,640,480,320,240,350,252,28.95916748046875,24.744293212890625,716.5741313379258,58.6328125,84.00000000000003,-30,-12
2024-08-15 10:03:44.311546,640,480,320,240,348,253,29.23388671875,24.839340209960938,726.1504578664899,57.7890625,84.05000000000003,-28,-13
2024-08-15 10:03:44.703927,640,480,320,240,352,252,29.005096435546875,25.458099365234375,738.4146271543577,57.5390625,84.25000000000003,-32,-12
2024-08-15 10:03:45.085065,640,480,320,240,359,253,28.134307861328125,25.710693359375,723.3525623008609,58.328125,84.30000000000003,-39,-13
2024-08-15 10:03:45.508087,640,480,320,240,355,252,28.0316162109375,24.487548828125,686.4255706965923,58.5234375,84.50000000000003,-35,-12
2024-08-15 10:03:45.938613,640,480,320,240,353,253,29.596923828125,25.528045654296875,755.551622711122,58.421875,84.55000000000003,-33,-13
2024-08-15 10:03:46.314699,640,480,320,240,351,254,29.27099609375,26.207199096679688,767.1108223870397,58.0234375,84.45000000000003,-31,-14
