id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:25:12.182557,640,480,320,240,276,94,29.994903564453125,30.541000366210938,916.0743607464246,79.1796875,79.24999999999989,44,146
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-16 09:25:12.999118,640,480,320,240,397,355,25.7135009765625,33.9422607421875,872.7743547409773,85.609375,63.999999999999886,-77,-115
2024-08-16 09:25:13.564005,640,480,320,240,356,245,27.012847900390625,31.69549560546875,856.1856019180268,85.953125,65.24999999999989,-36,-5
2024-08-16 09:25:14.049432,640,480,320,240,357,249,26.027252197265625,31.2449951171875,813.2213678173721,86.4453125,65.89999999999989,-37,-9
2024-08-16 09:25:14.562865,640,480,320,240,352,251,22.591217041015625,33.970428466796875,767.4333224697039,86.1953125,66.24999999999989,-32,-11
2024-08-16 09:25:15.119312,640,480,320,240,352,257,21.712982177734375,31.98822021484375,694.5596554223448,85.9453125,65.69999999999989,-32,-17
2024-08-16 09:25:15.652204,640,480,320,240,356,257,23.444488525390625,33.05793762207031,775.0264392537065,86.2890625,65.14999999999989,-36,-17
2024-08-16 09:25:16.114397,640,480,320,240,349,258,24.9649658203125,34.539459228515625,862.2764190919697,85.59375,64.44999999999989,-29,-18
