id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:05:17.138932,640,480,320,240,364,119,29.94219970703125,32.96300506591797,986.9848806275986,64.8203125,82.65000000000009,-44,121
id,im_w,im_h,im_x,im_y,obj_x,obj_y,obj_w,obj_h,berry_size,az,alt,dx,dy
2024-08-15 10:05:17.661647,640,480,320,240,349,277,28.0836181640625,32.194610595703125,904.1411509104073,64.125,79.1000000000001,-29,-37
2024-08-15 10:05:17.973955,640,480,320,240,346,268,27.86163330078125,32.864288330078125,915.6527501437813,62.984375,76.90000000000009,-26,-28
2024-08-15 10:05:18.295678,640,480,320,240,358,249,26.874481201171875,32.649444580078125,877.4368845960125,63.625,77.5500000000001,-38,-9
2024-08-15 10:05:18.625331,640,480,320,240,359,247,26.318939208984375,29.966445922851562,788.685068552848,64.4140625,78.5000000000001,-39,-7
2024-08-15 10:05:18.961429,640,480,320,240,353,248,24.095123291015625,27.946487426757812,673.3740600985475,64.3125,79.3000000000001,-33,-8
2024-08-15 10:05:19.299667,640,480,320,240,352,255,25.45330810546875,31.162078857421875,793.1779943648726,64.0625,79.0500000000001,-32,-15
2024-08-15 10:05:19.668461,640,480,320,240,347,258,27.6318359375,33.9384765625,937.782416343689,63.0703125,78.3500000000001,-27,-18
2024-08-15 10:05:20.011431,640,480,320,240,347,258,28.9522705078125,35.31829833984375,1022.5449274107814,62.078125,77.65000000000009,-27,-18
